submission_date,course_id,feedback_category,feedback_text
12/15/2024,BIB305,best_part,"This class promoted high levels of engagement, discussion, and questions. Questions were encouraged, any every one was treated as highly valuable. The most meaningful part of this class was the project and ability to truly make a difference in the lives of women. This project taught students discipleship, the ability to lead, and the importance of working within community. This class also brought up topics that are often seen as too uncomfortable to discuss. In this I learned a lot that I have not been able to learn before, as well as this class prompting me to further investigate what I believe on my own. I gained understanding of the Bible, as well as desire to greater dive into it. Overall my relationship with God grew and my identity as God's daughter."
12/15/2024,BIB305,best_part,"I really appreciated the sections on women and silence. I believe that a lot of the things that we learned in this class aren't talked about enough within the church, most of them I had personally never had a discussion about."
12/15/2024,BIB305,best_part,I really liked getting a chance to truly make a difference in the world. The way that our groups worked on a specific project on our own time while learning about the topic within class was very appreciated in that it helped us be better at our projects to make a bigger difference in the world. This class allowed a deeper understanding of the topic so that we may be knowledgeable and hopefully be able to make a difference even after the semester has ended.
12/15/2024,BIB305,best_part,"Honestly, every single aspect of this class is going to leave a lasting impact on me in a good way. I learned so much from this class and I will continue to learn about feminism and the bible because this class as inspired me to look into the topic more and more."
12/15/2024,BIB305,best_part,"The main project is designed to push the students out of their comfort zone and outreach, which for a bible class, is meaningful and should be more common."
12/15/2024,BIB305,best_part,The class discussions were extremely meaningful and provided excellent opportunities for growth and learning.
12/15/2024,BIB305,best_part,"I loved how we could go out and make a difference in the real world instead of just talking about making a difference in the real world. We were also able to address hard-to-talk-about topics with the whole class, where we were able to share our experiences and thoughts in a safe environment."
12/15/2024,BIB305,best_part,The integration of the Bible into the real world including misinterpretations. I also found the project very meaningful. It made us do something that was impactful for women and others in need.
12/15/2024,BIB305,best_part,I always enjoy classes with Allen. He is a wonderful teacher and mentor. I will miss him when he's no longer at Corban.
12/15/2024,BIB305,best_part,"The most meaningful parts of the course were diving deeply into different passages, learning about the context, and discussing the validity of different viewpoints."
12/15/2024,BIB305,best_part,Allen Jones is the best biblical professor this school has. Losing him will be a bigger detriment to every single student who attends this institution for years to come. Feminism and the Bible has brought me deeper into my faith than I ever thought possible. Throughout this semester we discussed the most controversial Bible verses within the Bible but we also addressed why there are never discussed in sermons. Allen helped us to come to the conclusion that maybe society is sensoring congrigations because these verses are hard to digest at first glance. The irony in this situation is now that Corban is doing the same by getting rid of the one class this university has to offer that actually addressed head on the blatant issues outlined in the Bible between the authority of woman and what scripture says.
12/15/2024,BIB305,best_part,I genuinely love having Jones as a professor especially in this course. He allows so many different perspectives and allows us to understand our own opinion and be able to back it up. I think that his teaching is very rare and something that is very valued. I don't think anyone could teach this class as well as he has. I honestly am very frustrated that he has to go and I think that Corban will have a huge gap from now on due to the loss of his teaching.
12/15/2024,BIB305,best_part,I was able to further develop my worldview and my belief on certain biblical texts.
12/15/2024,BIB305,best_part,The deeper dives we took into the Word were especially meaningful to me and realizing what the passages truly meant.
12/15/2024,BIB305,best_part,"Allen openly spoke about the importance and impact that false teaching has done to women, he was biblically sound while also allowing the class to gauge and interact and talk about topics in a respectful atmosphere that was willing to listen."
12/15/2024,BIB305,best_part,"I truly appreciated being able to learn about all of the topics from the course and from different perspectives. As someone who never really talked about the topic of feminism and the bible, I found that this course has helped me be able to form my own opinions and what the Bible says too. My favorite part of this course was the project. Although it was difficult having to do it all in only a few months, the project has helped inspire me to want to continue helping people whether it's through volunteering or even getting together with other people to help out an organization."
12/15/2024,BIB305,best_part,All of it :)
12/15/2024,BIB305,best_part,"This is a course that some may think would have been controversial. It truly changed my perspective on how we are to combine the two topics. I knew that this course was going to be a challenge and provide difficult topics, but it was formative to take the worldview we have as Christians and to challenge them against difficult current day topics we face in the broken world specifically for women. Thank you so much for being vulnerable and engaging with the Lord guiding your steps."
12/15/2024,BIB305,best_part,"The parts of the course that I found most meaningful were the discussions on purity culture and women in the church. For the majority of my life, purity culture was pushed onto me through the teachings of pastors, youth leaders, and children's teachers. I was led to believe that my purity was one of the most important parts of my identity as a believer. I was taught that the status of my virginity was the deciding factor of my value. Yet as much as they pressed staying ""pure"" on us girls, they contradicted themselves by teaching that real women didn't struggle with lust. In class, we were able to disseminate those teachings and false beliefs in a very impactful way, in a way that I have yet to see from any other person involved in ministry or teaching. We also discussed women in church, and what their role is. I have often been taught this from a complementarian perspective, but rarely have I heard from an egalitarian perspective. It truly brought new light to an issue I thought was all said and done; it helped me reevaluate my standpoint by being able to see these passages through another lens."
12/15/2024,BIB305,best_part,"I liked the first week of the class, but after that, I pretty much did not enjoy the class."
12/15/2024,BIB305,best_part,"I was constantly learning something new everyday, which isn't very common for me despite the fact that I am attending a university."
12/15/2024,BIB305,best_part,I enjoyed how the professor pushed me outside my comfort zone and how my knowledge of the bible has grown
12/15/2024,BIB305,best_part,"Honestly, this whole class was really good. My favorite part (outside of the academic knowledge) was probably the purity lecture."
12/15/2024,BIB305,best_part,Whenever Allan finally started to talk to us he made very insightful points
12/15/2024,BIB305,best_part,"This course had many meaningful parts but the main and most clear is the expectation to go out and be involved in making a difference. This involved becoming aware of a problem, coming up with a plan to make an impact, and executing such a plan. Being able to work in a team is a challenge in and of itself. But when real lives are being affected, the challenges are emboldened. This course was meaningful in its capability to equip me for the real world."
12/15/2024,BIB305,improvement_suggestions,"nothing, i enjoyed the course and am glad I took it"
12/15/2024,BIB305,improvement_suggestions,I sent emails to him and I never got responses back
12/15/2024,BIB305,improvement_suggestions,more time so that we can finish our daily objectives!
12/15/2024,BIB305,improvement_suggestions,I can't think of any
12/15/2024,BIB305,improvement_suggestions,none
12/15/2024,BIB305,improvement_suggestions,I have no suggestions. Allen is a wonderful professor and truly cares about understanding Gods word and each of his students.
12/15/2024,BIB305,improvement_suggestions,I did not personally like the assistant brought in due to her teaching that appeared biased and leaning to her own beliefs and point of view on the topic.
12/15/2024,BIB305,improvement_suggestions,"Personally, I enjoyed the way the class was led, from the big project to the readings we had to do every week. I think there was a good balance between assignments and the project. I also really enjoyed the class discussions and the small group discussions as it allowed me to be able to hear the perspectives of other students, and to also hear the perspective of the professor without feeling forced to only believe one thing."
12/15/2024,BIB305,improvement_suggestions,More lectures. I appreciate hearing Allen's insight.
12/15/2024,BIB305,improvement_suggestions,Maybe just more proactive efforts from the professor on the group project but even that is such a minor suggestion.
12/15/2024,BIB305,improvement_suggestions,It would be helpful to bring someone who has different beliefs or more complementarity beliefs into the class to share their thoughts as well.
12/15/2024,BIB305,improvement_suggestions,"Make it a Tues/Thurs class so we have more time, class felt too short"
12/15/2024,BIB305,improvement_suggestions,"Knowing that over 50% of my grade was based on one thing is stressful. My group members were good people but had more free time to be able to project than I did. I put everything I could into the project that I could give, and that looked different to work on the net than my other group members. I wish there were other assignments to help my grade out."
12/15/2024,BIB305,improvement_suggestions,"- please just have Allen come back and teach it, literally no one else would be as good as a fit as he was."
12/15/2024,BIB305,improvement_suggestions,N/A
12/15/2024,BIB305,improvement_suggestions,I think reports during class weekly about our project would help us stay on track and possibly get other groups to collaborate with each other.
12/15/2024,BIB305,improvement_suggestions,There isn't a lot of consideration regarding students' concerns about their grades.
12/15/2024,BIB305,improvement_suggestions,"Maybe don't fire the one professor at Corban that has gone beyond his privilege as a man to help both women and men to understand the Bible from a genuine standpoint that doesn't force you to ""justify the Bible""."
12/15/2024,BIB305,improvement_suggestions,"I don't think there is anything to change, it was GREAT!"
12/15/2024,BIB305,improvement_suggestions,If you do this class again please find a teacher who - like Allen and Ellen - are more interested in making us think/process both/multiple sides of the issues instead of telling us what we should believe. The mostly neutral presentation method was incredibly invaluable for such sensitive issues.
12/15/2024,BIB305,improvement_suggestions,"If there was more time this would be incredible! But there is not. As for the class content, the flow of thought was great, easy to follow and challenging in how it was discussed. Challenging in the sense that I had to dig in and think hard, applying myself to the readings and all assignments."
12/15/2024,BIB305,improvement_suggestions,I'm going to miss Allen.
12/15/2024,BIB305,improvement_suggestions,I wouldn't have this course if Jones isn't teaching it.
12/15/2024,BIB305,improvement_suggestions,n/a
12/15/2024,BIB305,improvement_suggestions,"Man, all I can say is that I wish we had more time."
12/15/2024,BIB305,improvement_suggestions,"I suggest a woman teach this class. I feel like he made it about himself a lot of times, and some of the things he said were questionable."
12/15/2024,BIB305,other_comments,"I wish you, Allen, a wonderful future path with much fulfillment and growth with God."
12/15/2024,BIB305,other_comments,"I wish you, Ellen, a blessing of peace and wisdom as to how to live yourself and guide others."
12/15/2024,BIB305,other_comments,Ellen and Allen were absolutely amazing professors in this class. I would do anything to take more classes with them. They taught me so much and I cannot thank them enough for what they do. Allen is incredible and seeing him go is very sad. This has been one of my favorite classes and I will never forget it. Thank you so so so much.
12/15/2024,BIB305,other_comments,"i'd take this class over again, like a part two of it."
12/15/2024,BIB305,other_comments,"This course is genuinely one of the best courses I've ever taken. Dr. Jones is a phenomenal asset to the Corban community and I am very disappointed to see him go. He challenged us to think critically and Biblically in ways that we might have never thought before. He approached this class with such humility and willingness to learn with us, and it showed in his teaching. I am so grateful for this course and think that everyone should take it"
12/15/2024,BIB305,other_comments,"Loved the class, I appreciate that he brought on a female teaching assistant to provide a better view on the subject."
12/15/2024,BIB305,other_comments,"Allen Jones is a truly wonderful professor that the students here at Corban will dearly miss. Jones is particularly adept at creating a culture within the classroom of critical thinking and engagement. He strives to hear from every student during every class period and he values the input of every one of them. Jones truly knows his Bible very well and is extremely knowledgeable, yet his classes aren't lecture-based and he doesn't tell us what to think. He inspires discussion and challenges us to think for ourselves and come to a fully informed conclusion. It is evident that Allen Jones cares deeply about his students, not only for their academic success but their mental and spiritual well-being too. He will be an absolute blessing wherever God takes him next and I thank him for an absolutely wonderful semester."
12/15/2024,BIB305,other_comments,n/a
12/15/2024,BIB305,other_comments,Thank you for teaching this class!
12/15/2024,BIB305,other_comments,I learned so much! Thank you for teaching this class
12/15/2024,BIB305,other_comments,"I loved this class and am so glad that I was able to take it. Allen Jones is one of the best professors I have had, and I have learned a lot from him. Even though he is a male teaching a class on feminism, I do not believe many would have been able to do a better job. He has obviously studied and learned a lot about this topic with an open mind to all of the biblical possibilities. He is able to keep his own opinions out of the conversation and teachings so that we may be able to form our own opinions without his influence. I am really glad that our groups had the chance to truly help other people. We would have had to take a class anyway, so I really enjoyed the chance to be able to help others with that time that we would have used to just sit in our living room and read a textbook."
12/15/2024,BIB305,other_comments,"Allen, thank you so much for teaching this class, I am really going to miss having you as a professor. I am truly blessed to have had you for BSM and now Fem & the Bible, you have taught me so much and helped me grow my relationship with the Lord. Thank you for not only teaching me so much but also making it fun, making us laugh, and challenging us in our walk with the Lord. I pray that the Lord gives you peace as you transition to something new, I know you will impact so many more lives while continuing to glorify the Lord. I really wish you were staying not only so I could learn more from you but so future students here at Corban could learn form you as well because the Lord has truly given you the gift of teaching His word. I'll end with this, thank you for taking time to know, pray, teach, and share Gods love with your students, you will be very missed."
12/15/2024,BIB305,other_comments,"I am so thankful to finally take a class with Jones as a professor, you are a light to this world and provide us brothers and sisters with Biblically backed facts and I can tell you are for Jesus. Thank you so much, you are a blessing!!"
12/15/2024,BIB305,other_comments,None
12/15/2024,BIB305,other_comments,Allen is a great professor and this class truly framed to make a difference.
12/15/2024,BIB305,other_comments,"Jones is a wonderful teacher and really cares about the students. I think that he actually cares the most out of all teachers. He knows my interests in fighting human trafficking, and he will go out of his way even during summer to send me podcasts or articles about it. I have not seen any other teacher do it this way. I feel very challenged in his classes which is another thing that I see a lot of professors lacking in. This project wasn't my favorite but it did help me learn a lot and I wish we had more professors who challenge us and our ideals like he does."
12/15/2024,BIB305,other_comments,I always have one or two classes each semester that really stick with me and visibly build my opinions and values as an individual. Feminism and the Bible was one of those classes for me this semester.
12/15/2024,BIB305,other_comments,"Allen's class was teaching me something outside of my worldview everyday. It's obvious how he cares for his students not just in their academic lives, but in their personal lives. I appreciated the way he had us engage with the material everyday. After taking this class, it made me wish I had taken other classes with him in the past. He is a fantastic professor that cares about his students' wellbeing outside of academics a well as inside the class room."
12/15/2024,BIB305,other_comments,"I appreciate the final project in terms of motivating us to make a tangible difference in the world for Christ and for women, and I know that it will be graded on a curve, but I am still overwhelmed by it and worrying about my grade."
12/15/2024,BIB305,other_comments,"The instructor of this course not only explored challenging topics with sympathy and passion, but highly encouraged his students that even if they having opposing stances from him, he continued to allow them to share without judgement. He provided a safe place in the classroom and outside where students felt at liberty to participate. When teaching, Dr. Allen Jones is able to teach the content in several different ways where all students of different learning styles are able to understand and participate. He is also able to teach the content through different perspectives too, allowing students to not only learn about the content, but to be able form their own opinions by being provided with resources from different sides of the conversations. Overall, professor Dr. Allen Jones is a good teacher, a well-knowledged, and respectable person overall admired by students and professors."
12/15/2024,BIB305,other_comments,"As an Ed major it was quite inspiring to watch him team , I learned so much about the topics but also how to be a better teacher as well."
12/15/2024,BIB305,other_comments,I enjoyed this course. It challenged my thinking about the Bible and helped me find hidden meanings within certain passages that I never thought about at first glance.
12/15/2024,BIB305,other_comments,"Allen Jones is truly an amazing instructor and follower of Christ. I'm not exactly sure what the details are in regards to why he is not being allowed to continue his tenure at Corban University, but as a student I can confidently say that the presence of Allen Jones Monday, Wednesday, and Friday from 2-2:50, although was short, it will be some of my most cherished time. And I will forever be grateful for Allen Jones, a man, taking the time to help women to better understand the meaning of scripture and ease the feeling that we are second-class citizens in a world that is constantly striving to tell us otherwise."
12/15/2024,BIB305,other_comments,When someone says that their instructor is incredibly caring to each student it may also mean that they neglect the expectation for academic excellence. Not with Jones. He is a professor who both cares and keeps his students accountable to put in the work.
12/15/2024,BIB305,other_comments,Dr. Jones is a humble man who connects with his students well. I have had many intentional conversations with him that have built me up as a follower of Christ. He does not allow for busy work. It is evident he has pours his heart and his mind into his teaching curriculums. I am thankful for Dr. Jones and all the classes I have been honored to be in. I will miss him dearly.
12/15/2024,BIB305,other_comments,"Allen is extremely humble, open minded and open hearted. I really enjoy every class I have with him. He engages and encourages us in every class, recognizing and remembering every student. He made me feel seen and heard."
12/15/2024,BIB305,other_comments,"The class was overly emotional, and it got annoying how he kept telling us repeatedly that he shouldn't be teaching this class. I was disappointed by the outcome of this class. I was excited by it at first, but then it just felt like an emotional class, and sometimes I felt uncomfortable. Everyone is on a different journey and season, and I thought it was rude to read people's struggles, even if they are anonymous. I also thought that some of the hard weeks were forced and that some content was not appropriate for the class title. I am not to write things like this, but there was a week when he read a letter, and it was evident that he forced himself to cry. It was very uncomfortable, and it looked fake. Did not feel natural at all. I welcome emotions and talk about hard things when they are authentic and real. I felt like I was forced to feel or even be a part of something that did not feel real or natural."
12/15/2024,BIB305,other_comments,"Thank you for everything Allen, we'll miss you for sure."
12/15/2024,BIB305,other_comments,"I found the class to be very enjoyable, but there were a few instances where I was confused by my professor's theology or did not quite find it biblical."
12/15/2024,BIB305,other_comments,"Allan, you are the GOAT"
12/15/2024,BIB305,other_comments,"Overall this has been my favorite class that I have taken at Corban. The professors do an incredible job at allowing students to choose their beliefs in the end, as well as simply shining a light on what the Bible has to say on each topic. This class with Allen Jones also provoked a curiosity that I haven't seen in other classes. Every class, without fail, students came in excited to learn and speak about what was being discussed. I have rarely seen a group of students so interested in what a professor is teaching, and in what their peers have to say. I hope that this class continues with Allen teaching it, so that the lives of students may continue to change as they become closer to God."
5/15/2024,BIB105,best_part,"Learning how to do word studies from the original language, learning the importance of locations in scripture"
5/15/2024,BIB105,best_part,"I think that the gradual increase of biblical tools was very useful. Allen made sure we were confident in one area before moving onto the next and I really appreciated that. I think it is super awesome how fast Allen learned our names and remembered who had for hadn't spoken in class yet that day. The homework/work load wasn't too bad either, and each class was very interactive and fun!"
5/15/2024,BIB105,best_part,The active engagement so you didn't have an excuse to nod off in class.
5/15/2024,BIB105,best_part,learning how to study one book of the bible in depth
5/15/2024,BIB105,best_part,Learning more in-depth about the bible including how to read and perceive different texts.
5/15/2024,BIB105,best_part,"Everyday Dr. Allen Jones shows so much joy in teaching us and sharing Gods word. You can really tell how much he cares about his students and spreading the word of God. I can honestly say each day I learned something new. This class inspires me to know the Lord more and provides me with the tools I need to do so. The most meaningful parts are our discussion, and we have that every day in class! Dr. Allen Jones has helped me to be more comfortable answering and asking questions in class which used to be nerve racking for me but now I am lot more comfortable with it. We also always start our day with prayer and prayer request and students get the option to pray for the class which I really enjoy!"
5/15/2024,BIB105,best_part,learning how to study the bible better
5/15/2024,BIB105,best_part,I really liked how deep we went into things and referenced the lessons to different parts of the bible instead of spending the entire semester on one section
5/15/2024,BIB105,best_part,It was meaningful that students were all supposed to participate. It allowed me to think hard about topics we were focusing on and build community in the classroom.
5/15/2024,BIB105,best_part,being called to apply what we have learned
5/15/2024,BIB105,best_part,Being able to always put my opinion out there and the professor always listening and taking it into account
5/15/2024,BIB105,best_part,Just being able to further my understanding of the material in such a way that honestly didn't feel like learning it was taught so smoothly.
5/15/2024,BIB105,best_part,Learning about the different tools to study the Bible.
5/15/2024,BIB105,best_part,Learning how to study the Bible in a deeper way.
5/15/2024,BIB105,best_part,"The most meaningful part of this course was, as someone who grew up in the church, learning completely new concepts and ideas of well know Bible stories such as Jonah that I have heard an abundance of times in my life. I loved that Allen Jones could make the entire class feel a new sense of understanding to what seems like such a simple story. I loved learning new ways to study the Bible and gain new perspectives."
5/15/2024,BIB105,best_part,The connection my professor had made and cared about how are mental health was plus or school life as well.
5/15/2024,BIB105,best_part,there was a lot of meaningful things in the course that I enjoyed and I cannot chose one
5/15/2024,BIB105,best_part,The in-depth scrutinization of words to further understand how they can change the meaning of the passage or the mood or theme. I did indeed enjoy this class and its unique structure!
5/15/2024,BIB105,best_part,probably applying the books we read into our life
5/15/2024,BIB105,best_part,The regular everyday discussion aspect of the course
5/15/2024,BIB105,best_part,The writing assignments
5/15/2024,BIB105,best_part,"I think the most meaningful part of the course is I learned how to use the biblical tools to see, understand, share, and respond to the Bible passages. I was challenge to think critically and building my points with the context."
5/15/2024,BIB105,best_part,I learned a lot of different ways to break down biblical texts. This is one the better courses I have taken at Corban.
5/15/2024,BIB105,best_part,I thought the group discussions were really helpful and I enjoyed doing the word study.
5/15/2024,BIB105,improvement_suggestions,"The book felt virtually useless to me as it overcomplicated the teaching from lectures. Additionally, I wish there were more 100-point assignments so that the few present had accounted for less of the overall grade."
5/15/2024,BIB105,improvement_suggestions,have more fun activities
5/15/2024,BIB105,improvement_suggestions,"I wouldn't change a thing! Dr. Allen Jones is an amazing professor I look forward to having him as a professor in the future. I have learned so much from this class, how to study the Bible well, being able to understand things I didn't understand before, gaining more knowledge so that I can teach others about the Bible and help them to understand it more. This class really exemplifies Corban's mission statement of educating Christians to make a difference in the world for Jesus Christ."
5/15/2024,BIB105,improvement_suggestions,NONE
5/15/2024,BIB105,improvement_suggestions,I don't really have any
5/15/2024,BIB105,improvement_suggestions,none
5/15/2024,BIB105,improvement_suggestions,"I didn't feel like RBC was really needed, since it was discussed in class."
5/15/2024,BIB105,improvement_suggestions,"None, great course."
5/15/2024,BIB105,improvement_suggestions,I have none
5/15/2024,BIB105,improvement_suggestions,n/a
5/15/2024,BIB105,improvement_suggestions,None!
5/15/2024,BIB105,improvement_suggestions,It was frustrating to be moving around so much.
5/15/2024,BIB105,improvement_suggestions,"Honestly, I liked it all!"
